t,path_0,path_1,path_2
0.55,0.389111,0.141718,1.62711
0.553333,0.245916,-0.969856,0.879017
0.556667,-0.229631,0.537576,0.964306
0.56,0.545335,-1.07182,1.40839
0.563333,0.318937,0.271653,0.774018
0.566667,0.318206,-0.979384,1.53001
0.57,0.163356,-0.190601,0.604611
0.573333,0.654539,-0.751059,-0.0265702
0.576667,0.886702,0.324312,0.430383
0.58,0.82238,-0.51714,0.607379
0.583333,1.12046,0.19125,0.523902
0.586667,-0.163836,-0.112439,0.956082
0.59,-0.174446,0.0126684,1.41408
0.593333,-0.289693,-0.0767428,1.2799
0.596667,-0.334268,-0.370385,1.25309
0.6,-1.40365,0.068402,0.965505
0.603333,-0.649756,-0.731483,0.894442
0.606667,-0.424742,-0.950568,0.0733549
0.61,-0.87534,-0.757849,0.663198
0.613333,-0.701867,-0.532813,0.0695792
0.616667,-0.0400701,-0.264941,0.567486
0.62,0.129611,-1.41148,0.644291
0.623333,-1.01676,-1.29253,1.66688
0.626667,-0.246002,-1.44064,0.72917
0.63,-0.250421,-1.41553,0.183843
0.633333,0.79753,-1.07592,-0.0257397
0.636667,-0.59903,-0.054319,0.0556734
0.64,0.0652611,-0.553912,1.09804
0.643333,0.112288,-1.10953,1.71481
0.646667,-0.0269856,-0.963809,0.532772
0.65,0.374413,-1.17799,0.467301
0.653333,0.0321354,-0.819329,1.10122
0.656667,-0.586539,-0.680831,1.7176
0.66,0.431117,-0.742079,1.18723
0.663333,0.246262,-0.711475,1.65061
0.666667,0.502958,-0.734088,1.52753
0.67,-0.522936,0.0394753,1.67938
0.673333,-0.0765373,-0.353697,1.70364
0.676667,0.136017,-0.390246,1.38665
0.68,0.721055,-0.571152,1.32833
0.683333,0.142198,-0.286261,1.61096
0.686667,-0.669768,-0.0246992,1.46865
0.69,0.102773,0.117187,1.38891
0.693333,0.139399,-0.364332,1.17013
0.696667,0.202768,-0.405551,1.27267
0.7,0.0302225,-0.762465,1.06712
0.703333,0.785947,-0.227135,2.36657
0.706667,1.30303,-0.749789,0.957196
0.71,0.317681,-0.414206,1.08302
0.713333,-0.0341713,0.0958711,0.830152
0.716667,-0.5995,-0.682237,1.33662
0.72,-0.109331,-0.40842,0.767016
0.723333,-0.794347,-0.985883,0.545257
0.726667,-0.901132,-0.947323,0.759147
0.73,0.230021,-0.879366,1.22033
0.733333,-0.668155,-1.74558,1.302
0.736667,-0.794266,-0.0123441,0.770347
0.74,-0.83791,-0.739083,0.915787
0.743333,-0.728919,-0.397273,1.09841
0.746667,-0.113178,0.177996,2.0253
0.75,-0.677446,0.343363,2.00082
0.753333,-0.244398,0.849931,0.888788
0.756667,-0.118538,0.644687,2.49205
0.76,-1.10093,-0.729146,1.22454
0.763333,-0.785151,-0.332241,1.86883
0.766667,-1.30206,0.0956788,1.55751
0.77,-0.681003,0.156369,0.867127
0.773333,-1.00913,-0.721228,0.239314
0.776667,-0.798984,-0.328205,1.03611
0.78,-0.967064,-1.28365,1.61957
0.783333,0.19027,-1.22826,1.44843
0.786667,-1.11661,-1.06776,2.22793
0.79,-0.0908652,-0.82718,2.37014
0.793333,-0.986979,-0.195359,1.82615
0.796667,-0.557414,-0.0966317,1.58869
0.8,-0.493388,-0.30286,2.05827
0.803333,-1.40676,-0.168209,0.584055
0.806667,-0.645817,-0.327278,0.737073
0.81,-0.929885,-0.0781645,0.539713
0.813333,-0.28587,0.119957,0.733596
0.816667,-0.617267,0.684628,0.608784
0.82,0.000103943,0.229931,2.07011
0.823333,-0.971877,0.0264676,0.586589
0.826667,-0.773202,0.586593,0.683092
0.83,-0.429079,0.471014,0.59609
0.833333,-0.892312,-0.216434,0.701377
0.836667,-1.58717,0.813345,0.895012
0.84,-1.55706,0.373868,1.68754
0.843333,-0.677566,0.60239,1.09641
0.846667,-1.25633,0.784154,1.09042
0.85,-1.2801,0.00928727,0.86138
0.853333,-0.178092,0.218828,1.35974
0.856667,-0.834429,0.419749,1.88128
0.86,-1.47074,0.157519,1.67279
0.863333,-0.705541,0.771222,1.28691
0.866667,-0.739517,-0.44753,1.52532
0.87,-0.669468,-0.882854,1.22413
0.873333,0.28042,0.709499,0.823077
0.876667,-0.591215,0.235583,0.377223
0.88,0.279977,-0.529204,1.12834
0.883333,-0.522224,0.0028318,1.09721
0.886667,-0.351633,-0.328039,1.42984
0.89,-0.513681,-0.628801,0.858232
0.893333,-0.763628,-0.328896,0.965254
0.896667,-0.837228,-0.0499012,1.29667
0.9,-0.763133,0.436259,0.890429
0.903333,-0.130762,0.747584,0.783969
0.906667,-0.704036,-0.0177223,0.881613
0.91,-0.784462,-0.492638,1.17471
0.913333,0.377637,-0.367685,1.24794
0.916667,-0.0069017,-0.023479,1.36219
0.92,-0.369998,-0.0246429,0.576786
0.923333,-0.268042,0.246963,1.15632
0.926667,1.1966,0.277055,2.20943
0.93,0.927065,0.313032,1.51171
0.933333,0.806733,0.380006,0.577606
0.936667,0.841337,-0.132816,2.54808
0.94,0.626525,-0.228548,0.721101
0.943333,0.920764,0.060116,0.883142
0.946667,0.81981,0.344639,2.14487
0.95,0.648976,-0.695359,1.05035
0.953333,0.0259119,0.193641,0.19913
0.956667,0.509137,0.872936,0.0514212
0.96,0.578587,0.0376917,0.563803
0.963333,0.608344,0.271634,0.606165
0.966667,0.966634,0.421555,0.677285
0.97,0.85122,1.26803,0.840898
0.973333,0.064063,0.885141,0.853368
0.976667,0.0283046,-0.165569,0.422685
0.98,-0.180648,1.1929,0.236934
0.983333,0.0453899,-0.188353,0.268567
0.986667,-0.0960945,-0.329363,0.53165
0.99,0.570036,0.0745298,0.580874
0.993333,-0.488557,-0.266583,1.02606
0.996667,0.703215,-0.748879,1.15186
1,-0.297826,-0.137004,1.76645
