t,path_0,path_1,path_2
0.246667,0.0555225,-0.00972563,0.0471791
0.25,0.0575793,-0.0170576,0.0452233
0.253333,0.0559156,-0.0216002,0.0473356
0.256667,0.0569526,-0.026189,0.0480871
0.26,0.0557125,-0.0246358,0.0428276
0.263333,0.0544858,-0.0234821,0.0354392
0.266667,0.0490276,-0.0235066,0.0269041
0.27,0.0500305,-0.0244121,0.0141773
0.273333,0.0502742,-0.0263001,0.000973373
0.276667,0.0525901,-0.0317129,-0.0035797
0.28,0.0606975,-0.0318497,-0.0103999
0.283333,0.0613756,-0.0362731,-0.0182591
0.286667,0.0635968,-0.041887,-0.015875
0.29,0.0662211,-0.0482103,-0.0181484
0.293333,0.0629226,-0.0470864,-0.0167895
0.296667,0.0641811,-0.0499107,-0.0146964
0.3,0.0657627,-0.0528256,-0.0208221
0.303333,0.0683083,-0.0579345,-0.0179042
0.306667,0.0727516,-0.0626413,-0.0164291
0.31,0.0789984,-0.0700402,-0.00586779
0.313333,0.0774982,-0.0733142,-0.00655464
0.316667,0.0741026,-0.0784775,-0.00682608
0.32,0.0726784,-0.0876014,-0.00083182
0.323333,0.0670136,-0.0987659,-0.000447359
0.326667,0.0626605,-0.109268,-0.00116117
0.33,0.0630799,-0.123052,-0.00202088
0.333333,0.0616584,-0.133786,-0.00203596
0.336667,0.0574619,-0.147668,-0.00324213
0.34,0.0538738,-0.151235,-0.00205614
0.343333,0.0533924,-0.157622,-0.00113855
0.346667,0.0517016,-0.16608,0.00456017
0.35,0.046606,-0.179462,0.0113866
0.353333,0.0385155,-0.182642,0.0142905
0.356667,0.0290161,-0.183233,0.0177452
0.36,0.0235866,-0.185578,0.0141292
0.363333,0.0188676,-0.193267,0.0075746
0.366667,0.0223728,-0.200286,0.00451831
0.37,0.0198766,-0.200208,0.0064765
0.373333,0.0143663,-0.202709,0.000653241
0.376667,0.00866666,-0.200419,-0.00196078
0.38,0.00295719,-0.203121,-0.000130655
0.383333,0.00362729,-0.201159,0.00192996
0.386667,-0.00510018,-0.200349,0.00915918
0.39,-0.010736,-0.202747,0.0144648
0.393333,-0.0149344,-0.203994,0.0223117
0.396667,-0.0224849,-0.20469,0.0230928
0.4,-0.0247027,-0.199803,0.0233804
0.403333,-0.0256253,-0.195046,0.0233475
0.406667,-0.0303252,-0.192407,0.0215978
0.41,-0.0326,-0.188098,0.0239708
0.413333,-0.0351831,-0.182392,0.0305543
0.416667,-0.0385639,-0.181687,0.0375689
0.42,-0.0416896,-0.186069,0.043145
0.423333,-0.0403833,-0.191068,0.048035
0.426667,-0.0353669,-0.19636,0.0536994
0.43,-0.0279673,-0.202243,0.0621131
0.433333,-0.033833,-0.209457,0.0621199
0.436667,-0.0321395,-0.212448,0.0676774
0.44,-0.0233432,-0.214055,0.0700792
0.443333,-0.0215925,-0.217767,0.0700053
0.446667,-0.0211891,-0.220816,0.0755765
0.45,-0.0229269,-0.223862,0.0780507
0.453333,-0.0208847,-0.221777,0.0839525
0.456667,-0.0198805,-0.223929,0.0890773
0.46,-0.0179522,-0.222354,0.0916102
0.463333,-0.0182863,-0.217239,0.0943827
0.466667,-0.0137038,-0.213613,0.0981159
0.47,-0.00975718,-0.214403,0.100741
0.473333,-0.00904568,-0.224639,0.0982322
0.476667,-0.00786561,-0.22558,0.0875287
0.48,0.000459993,-0.224631,0.0912348
0.483333,0.00842249,-0.224813,0.0971511
0.486667,0.0117808,-0.224744,0.103675
0.49,0.0110748,-0.220412,0.105991
0.493333,0.0144776,-0.212517,0.103082
0.496667,0.021148,-0.208083,0.10951
0.5,0.0233655,-0.208704,0.109734
0.503333,0.0162259,-0.202061,0.114996
0.506667,0.0150423,-0.196933,0.122715
0.51,0.0182348,-0.194153,0.132627
0.513333,0.0218148,-0.188738,0.139552
0.516667,0.0265653,-0.192326,0.149944
0.52,0.0264472,-0.192632,0.157141
0.523333,0.0286069,-0.189974,0.160362
0.526667,0.0374032,-0.184773,0.163558
0.53,0.0406331,-0.182308,0.166989
0.533333,0.0409578,-0.17592,0.177238
0.536667,0.0436113,-0.173792,0.180735
0.54,0.0458813,-0.171413,0.181041
0.543333,0.0497436,-0.171664,0.186197
0.546667,0.0528003,-0.17544,0.186955
0.55,0.0559538,-0.173475,0.197474
0.553333,0.0579655,-0.179143,0.20397
0.556667,0.0559327,-0.174302,0.210036
0.56,0.0593655,-0.180061,0.219584
0.563333,0.0621637,-0.177353,0.22463
0.566667,0.0646895,-0.182699,0.234673
0.57,0.0659265,-0.183465,0.238303
0.573333,0.0708262,-0.187551,0.235466
0.576667,0.0782813,-0.183741,0.235248
0.58,0.0855334,-0.185028,0.237217
0.583333,0.094937,-0.181853,0.238983
0.586667,0.0943455,-0.180153,0.244186
0.59,0.0916124,-0.177915,0.25373
0.593333,0.087839,-0.176306,0.262881
0.596667,0.0836831,-0.177234,0.271504
0.6,0.0711151,-0.175151,0.277594
0.603333,0.0632111,-0.178829,0.282526
0.606667,0.0584923,-0.185415,0.28068
0.61,0.0508981,-0.190773,0.282303
0.613333,0.0442591,-0.193891,0.280108
0.616667,0.0433299,-0.194343,0.281187
0.62,0.0449274,-0.203424,0.283723
0.623333,0.0377281,-0.213179,0.294687
0.626667,0.0349615,-0.223862,0.299705
0.63,0.0332832,-0.234292,0.298923
0.633333,0.0401022,-0.2417,0.295483
0.636667,0.0373242,-0.240186,0.292403
0.64,0.0377221,-0.240959,0.297928
0.643333,0.0393056,-0.246863,0.310105
0.646667,0.0398706,-0.252549,0.313833
0.65,0.043379,-0.259749,0.315137
0.653333,0.0446781,-0.264305,0.321193
0.656667,0.0404719,-0.26713,0.333097
0.66,0.0433879,-0.270139,0.341668
0.663333,0.0463292,-0.272971,0.353002
0.666667,0.0511041,-0.275953,0.36379
0.67,0.0479628,-0.272802,0.375427
0.673333,0.046777,-0.271672,0.387253
0.676667,0.0478816,-0.271479,0.396378
0.68,0.0540604,-0.272957,0.404363
0.683333,0.0564908,-0.27253,0.414348
0.686667,0.0515107,-0.269658,0.423517
0.69,0.0513679,-0.265308,0.431759
0.693333,0.0526697,-0.264697,0.438025
0.696667,0.054658,-0.265277,0.444711
0.7,0.0553612,-0.268905,0.449869
0.703333,0.0618075,-0.268814,0.4651
0.706667,0.0734431,-0.272087,0.470979
0.71,0.0778909,-0.273391,0.475729
0.713333,0.0778429,-0.27013,0.478456
0.716667,0.0725077,-0.272283,0.484894
0.72,0.0702229,-0.27343,0.487598
0.723333,0.063305,-0.278866,0.487774
0.726667,0.0547309,-0.284806,0.489361
0.73,0.055198,-0.290092,0.495071
0.733333,0.0504154,-0.302043,0.502259
0.736667,0.043499,-0.301278,0.505386
0.74,0.0360848,-0.303596,0.508852
0.743333,0.0296436,-0.304067,0.513955
0.746667,0.028479,-0.299523,0.526772
0.75,0.0238971,-0.292846,0.540762
0.753333,0.0220462,-0.282007,0.545734
0.756667,0.0218464,-0.272313,0.561605
0.76,0.0140453,-0.274203,0.569513
0.763333,0.00731077,-0.275295,0.580614
0.766667,-0.00305604,-0.272578,0.589932
0.77,-0.00903439,-0.268684,0.593202
0.773333,-0.0165355,-0.271701,0.590325
0.776667,-0.0226271,-0.272946,0.592884
0.78,-0.029635,-0.281274,0.601446
0.783333,-0.0275209,-0.290454,0.609732
0.786667,-0.0340533,-0.29814,0.624026
0.79,-0.034291,-0.303388,0.640495
0.793333,-0.0402721,-0.302981,0.652669
0.796667,-0.0440917,-0.300683,0.661851
0.8,-0.0468073,-0.29984,0.674155
0.803333,-0.0566463,-0.298322,0.675239
0.806667,-0.0617299,-0.297995,0.675299
0.81,-0.0678996,-0.295999,0.673979
0.813333,-0.0691753,-0.292138,0.674145
0.816667,-0.0720906,-0.283547,0.67384
0.82,-0.0705273,-0.27788,0.685256
0.823333,-0.0758787,-0.274701,0.687146
0.826667,-0.0811248,-0.267602,0.687694
0.83,-0.0834106,-0.260755,0.687585
0.833333,-0.0888132,-0.259691,0.688312
0.836667,-0.100397,-0.251606,0.690884
0.84,-0.112738,-0.245641,0.700208
0.843333,-0.117862,-0.238555,0.706059
0.846667,-0.126043,-0.229872,0.710971
0.85,-0.135058,-0.22725,0.71391
0.853333,-0.135244,-0.224261,0.720454
0.856667,-0.138927,-0.219493,0.731889
0.86,-0.148603,-0.216524,0.742427
0.863333,-0.153202,-0.209068,0.749455
0.866667,-0.156911,-0.210492,0.757613
0.87,-0.159995,-0.217224,0.763576
0.873333,-0.155401,-0.211932,0.765833
0.876667,-0.156411,-0.207905,0.763888
0.88,-0.151864,-0.210515,0.767326
0.883333,-0.152668,-0.21009,0.771769
0.886667,-0.153421,-0.211521,0.778996
0.89,-0.155407,-0.215724,0.782181
0.893333,-0.15968,-0.217913,0.785364
0.896667,-0.164942,-0.217313,0.79131
0.9,-0.169699,-0.212277,0.794546
0.903333,-0.16922,-0.203984,0.796354
0.906667,-0.172306,-0.201401,0.798772
0.91,-0.176855,-0.203908,0.803732
0.913333,-0.172306,-0.206284,0.809781
0.916667,-0.169098,-0.205715,0.816881
0.92,-0.16939,-0.204529,0.817838
0.923333,-0.169612,-0.201097,0.822207
0.926667,-0.158125,-0.197024,0.835805
0.93,-0.146708,-0.192656,0.845441
0.933333,-0.136824,-0.187793,0.846493
0.936667,-0.127255,-0.187028,0.861662
0.94,-0.119718,-0.187883,0.865062
0.943333,-0.110452,-0.186636,0.867066
0.946667,-0.101819,-0.18265,0.879184
0.95,-0.094907,-0.186497,0.884493
0.953333,-0.0934442,-0.184788,0.881408
0.956667,-0.08921,-0.176356,0.875763
0.96,-0.0837876,-0.173494,0.874102
0.963333,-0.0780099,-0.17008,0.873833
0.966667,-0.0693899,-0.165299,0.874487
0.97,-0.0612591,-0.153591,0.876724
0.973333,-0.059709,-0.143782,0.879415
0.976667,-0.0597703,-0.143094,0.878753
0.98,-0.061636,-0.133383,0.876003
0.983333,-0.0619244,-0.132845,0.873284
0.986667,-0.0628887,-0.135471,0.872853
0.99,-0.0586077,-0.13519,0.873376
0.993333,-0.0617122,-0.136914,0.877663
0.996667,-0.0568076,-0.142834,0.883674
1,-0.0581553,-0.144471,0.894776
