t,path_0,path_1,path_2
0.45,-0.215482,-0.821613,0.414403
0.453333,-0.17346,-0.747974,0.469235
0.456667,-0.174724,-0.780844,0.4841
0.46,-0.154161,-0.726743,0.463602
0.463333,-0.176646,-0.649257,0.465828
0.466667,-0.106322,-0.625371,0.482252
0.47,-0.0844851,-0.663193,0.47524
0.473333,-0.11005,-0.813811,0.398205
0.476667,-0.105375,-0.743789,0.237471
0.48,0.00627482,-0.709509,0.369019
0.483333,0.0557828,-0.706647,0.430052
0.486667,0.0317387,-0.694921,0.480266
0.49,-0.0231946,-0.621367,0.453163
0.493333,0.0182666,-0.52838,0.374739
0.496667,0.0815747,-0.521659,0.481778
0.5,0.0506195,-0.571806,0.424001
0.503333,-0.0919686,-0.472583,0.490479
0.506667,-0.0672573,-0.451789,0.554162
0.51,-0.0137683,-0.457769,0.629916
0.513333,0.0140587,-0.407766,0.636881
0.516667,0.0531561,-0.516532,0.715352
0.52,0.00479832,-0.503826,0.714877
0.523333,0.027683,-0.466545,0.675661
0.526667,0.135781,-0.410621,0.667076
0.53,0.105617,-0.418938,0.665872
0.533333,0.0694971,-0.348954,0.770427
0.536667,0.0913076,-0.376744,0.71791
0.54,0.0920601,-0.369351,0.666017
0.543333,0.12102,-0.404123,0.714771
0.546667,0.124647,-0.470406,0.66243
0.55,0.135075,-0.417601,0.795103
0.553333,0.126591,-0.522638,0.789395
0.556667,0.0651133,-0.405312,0.804241
0.56,0.120817,-0.530879,0.872725
0.563333,0.126923,-0.444283,0.844117
0.566667,0.133199,-0.546135,0.925171
0.57,0.12011,-0.513744,0.868037
0.573333,0.173264,-0.56617,0.760951
0.576667,0.236928,-0.469536,0.748103
0.58,0.274632,-0.512979,0.756602
0.583333,0.342103,-0.45099,0.749407
0.586667,0.235304,-0.448467,0.797005
0.59,0.172146,-0.428089,0.883663
0.593333,0.115255,-0.423698,0.926851
0.596667,0.0688831,-0.454224,0.958902
0.6,-0.0973624,-0.418653,0.95153
0.603333,-0.119494,-0.493801,0.944377
0.606667,-0.119774,-0.567719,0.843064
0.61,-0.184004,-0.59593,0.851449
0.613333,-0.210708,-0.592995,0.780322
0.616667,-0.155374,-0.56338,0.793755
0.62,-0.105305,-0.687271,0.807381
0.623333,-0.214223,-0.754263,0.940083
0.626667,-0.190083,-0.824612,0.912363
0.63,-0.181598,-0.87658,0.835625
0.633333,-0.0503459,-0.878984,0.762416
0.636667,-0.13685,-0.765046,0.721754
0.64,-0.105696,-0.757973,0.817304
0.643333,-0.0818307,-0.819148,0.950263
0.646667,-0.0824914,-0.841033,0.895721
0.65,-0.0321371,-0.885791,0.8614
0.653333,-0.0402719,-0.875311,0.91831
0.656667,-0.11784,-0.857088,1.03066
0.66,-0.0427648,-0.855717,1.04321
0.663333,-0.0199976,-0.852452,1.11747
0.666667,0.0290841,-0.854484,1.1574
0.67,-0.0616067,-0.762274,1.21111
0.673333,-0.0618779,-0.751184,1.25757
0.676667,-0.0389701,-0.743826,1.25823
0.68,0.046469,-0.758429,1.26052
0.683333,0.0324317,-0.731233,1.30293
0.686667,-0.0705244,-0.681186,1.31834
0.69,-0.0412773,-0.629117,1.32539
0.693333,-0.022385,-0.649798,1.30903
0.696667,-0.00266325,-0.662889,1.31571
0.7,-0.0100305,-0.713191,1.2978
0.703333,0.0792588,-0.679925,1.44825
0.706667,0.201593,-0.724444,1.37603
0.71,0.167131,-0.71155,1.35516
0.713333,0.11231,-0.642868,1.31284
0.716667,0.0113278,-0.693387,1.34839
0.72,0.00490745,-0.689041,1.30109
0.723333,-0.0887211,-0.757934,1.24544
0.726667,-0.166167,-0.798496,1.23413
0.73,-0.0859383,-0.821072,1.27983
0.733333,-0.152202,-0.946743,1.31776
0.736667,-0.211499,-0.821294,1.27944
0.74,-0.260877,-0.838505,1.27558
0.743333,-0.286817,-0.806425,1.29522
0.746667,-0.235847,-0.716196,1.42172
0.75,-0.277888,-0.635892,1.50336
0.753333,-0.253718,-0.515545,1.4298
0.756667,-0.226714,-0.453915,1.5881
0.76,-0.330746,-0.569822,1.53869
0.763333,-0.36022,-0.58653,1.5972
0.766667,-0.449792,-0.545454,1.6018
0.77,-0.438513,-0.511078,1.52766
0.773333,-0.48083,-0.592785,1.40757
0.776667,-0.488205,-0.594025,1.42591
0.78,-0.520303,-0.714063,1.50292
0.783333,-0.404813,-0.786743,1.53094
0.786667,-0.494911,-0.82237,1.64885
0.79,-0.42555,-0.824755,1.74779
0.793333,-0.494839,-0.75612,1.75618
0.796667,-0.486704,-0.703704,1.74485
0.8,-0.478053,-0.69366,1.80317
0.803333,-0.586613,-0.667598,1.66624
0.806667,-0.566151,-0.668105,1.60307
0.81,-0.59565,-0.635384,1.53458
0.813333,-0.539855,-0.58828,1.50931
0.816667,-0.548587,-0.485332,1.47176
0.82,-0.478705,-0.468821,1.62174
0.823333,-0.553253,-0.473773,1.53391
0.826667,-0.574876,-0.402068,1.49478
0.83,-0.550494,-0.365197,1.45642
0.833333,-0.594691,-0.417718,1.44104
0.836667,-0.709618,-0.319049,1.45077
0.84,-0.78513,-0.306586,1.55109
0.843333,-0.736633,-0.262465,1.54332
0.846667,-0.786143,-0.205452,1.54281
0.85,-0.825254,-0.25601,1.51669
0.853333,-0.722411,-0.255263,1.56208
0.856667,-0.742221,-0.227733,1.65527
0.86,-0.831643,-0.239162,1.69379
0.863333,-0.798278,-0.167472,1.67937
0.866667,-0.787663,-0.267329,1.70593
0.87,-0.774566,-0.37962,1.69005
0.873333,-0.651323,-0.26028,1.635
0.876667,-0.67805,-0.24702,1.54652
0.88,-0.582472,-0.327861,1.57903
0.883333,-0.616702,-0.312798,1.59101
0.886667,-0.611704,-0.346433,1.63902
0.89,-0.626912,-0.405543,1.60095
0.893333,-0.666172,-0.409682,1.59234
0.896667,-0.701042,-0.382863,1.62682
0.9,-0.717246,-0.308477,1.59932
0.903333,-0.653922,-0.221584,1.57039
0.906667,-0.685633,-0.253901,1.56298
0.91,-0.714409,-0.325598,1.59232
0.913333,-0.592408,-0.354951,1.61938
0.916667,-0.56212,-0.334562,1.65237
0.92,-0.580849,-0.323966,1.58025
0.923333,-0.57599,-0.283763,1.60736
0.926667,-0.391986,-0.253052,1.7518
0.93,-0.302816,-0.2256,1.76204
0.933333,-0.246661,-0.195801,1.66395
0.936667,-0.193185,-0.235104,1.84682
0.94,-0.17332,-0.26823,1.74111
0.943333,-0.113708,-0.254174,1.70267
0.946667,-0.0786144,-0.211313,1.83174
0.95,-0.0668201,-0.309883,1.78103
0.953333,-0.126541,-0.262526,1.65138
0.956667,-0.0995758,-0.152424,1.54966
0.96,-0.0717927,-0.181337,1.53921
0.963333,-0.0459915,-0.164274,1.52838
0.966667,0.0196542,-0.132373,1.52439
0.97,0.0537939,-0.00486818,1.53765
0.973333,-0.0123098,0.0360039,1.54488
0.976667,-0.0526884,-0.0551898,1.4956
0.98,-0.103673,0.0601676,1.43985
0.983333,-0.110106,-0.0329827,1.40342
0.986667,-0.134268,-0.102871,1.40606
0.99,-0.0697845,-0.0997002,1.40813
0.993333,-0.158911,-0.142835,1.46052
0.996667,-0.0682611,-0.231197,1.50789
1,-0.134975,-0.217224,1.61557
